timestamp,d_ij,d_cpa,t_cpa,uav3_avoid,uav4_avoid,uav3_offset,uav4_offset,uav3_lat,uav3_lon,uav3_alt,uav4_lat,uav4_lon,uav4_alt
1789018089.721617,36.68300522733468,36.68300522733468,0.0,False,False,3.981,3.46,-7.7695555,110.3850877,-1.981,-7.7695644,110.3847549,-1.46
1789018089.9517303,36.68300522733468,36.68300522733468,0.0,False,False,3.981,3.46,-7.7695555,110.3850877,-1.981,-7.7695644,110.3847549,-1.46
1789018090.1802692,36.68300522733468,36.68300522733468,0.0,False,False,3.981,3.46,-7.7695555,110.3850877,-1.981,-7.7695644,110.3847549,-1.46
1789018090.401337,36.68300522733468,36.68300522733468,0.0,False,False,3.981,3.46,-7.7695555,110.3850877,-1.981,-7.7695644,110.3847549,-1.46
1789018090.612877,36.68300522733468,36.68300522733468,0.0,False,False,3.981,3.46,-7.7695555,110.3850877,-1.981,-7.7695644,110.3847549,-1.46
1789018090.8471088,36.68300522733468,36.68300522733468,0.0,False,False,3.981,3.46,-7.7695555,110.3850877,-1.981,-7.7695644,110.3847549,-1.46
1789018091.194695,36.68300522733468,36.68300522733468,0.0,False,False,3.981,3.46,-7.7695555,110.3850877,-1.981,-7.7695644,110.3847549,-1.46
1789018091.4171717,36.73324831142304,36.73324831142304,0.0,False,False,3.9810000000000003,1.991,-7.7695555,110.3850877,-1.981,-7.7695644,110.3847549,0.009
1789018091.6256626,36.73324831142304,36.73324831142304,0.0,False,False,3.9810000000000003,1.991,-7.7695555,110.3850877,-1.981,-7.7695644,110.3847549,0.009
1789018091.8322816,36.679305275709126,36.679305275709126,0.0,False,False,1.992,1.9900000000000002,-7.7695555,110.3850877,0.008,-7.7695644,110.3847549,0.01
1789018092.0322795,36.679305275709126,36.679305275709126,0.0,False,False,1.992,1.9900000000000002,-7.7695555,110.3850877,0.008,-7.7695644,110.3847549,0.01
1789018092.2354968,36.679305275709126,36.679305275709126,0.0,False,False,1.992,1.9900000000000002,-7.7695555,110.3850877,0.008,-7.7695644,110.3847549,0.01
1789018092.4442995,36.679305275709126,36.679305275709126,0.0,False,False,1.992,1.9900000000000002,-7.7695555,110.3850877,0.008,-7.7695644,110.3847549,0.01
1789018092.6510112,36.67930718414217,36.67930718414217,0.0,False,False,1.992,1.98,-7.7695555,110.3850877,0.008,-7.7695644,110.3847549,0.02
1789018092.8526855,36.679535595596946,36.679535595596946,0.0,False,False,1.992,1.862,-7.7695555,110.3850877,0.008,-7.7695644,110.3847549,0.138
1789018093.060373,36.679535595596946,36.679535595596946,0.0,False,False,1.992,1.862,-7.7695555,110.3850877,0.008,-7.7695644,110.3847549,0.138
1789018093.258057,36.681171348645115,36.681171348645115,0.0,False,False,1.992,1.6219999999999999,-7.7695555,110.3850877,0.008,-7.7695644,110.3847549,0.378
1789018093.459973,36.68542396522989,36.68542396522989,0.0,False,False,1.992,1.322,-7.7695555,110.3850877,0.008,-7.7695644,110.3847549,0.678
1789018093.6640642,36.69242145877897,36.69242145877897,0.0,False,False,1.992,1.0110000000000001,-7.7695555,110.3850877,0.008,-7.7695644,110.3847549,0.989
1789018093.8899314,36.70432476573658,36.70432476573658,0.0,False,False,1.992,0.637,-7.7695555,110.3850877,0.008,-7.7695644,110.3847549,1.363
1789018094.0703511,36.70887582739186,36.70887582739186,0.0,False,False,1.933,0.20100000000000018,-7.7695555,110.3850877,0.067,-7.7695643,110.384755,1.799
1789018094.2768078,36.694405629617094,36.694405629617094,0.0,False,False,1.593,0.20100000000000007,-7.7695555,110.3850877,0.407,-7.7695643,110.384755,1.799
