timestamp,d_ij,d_cpa,t_cpa,uav3_avoid,uav4_avoid,uav3_offset,uav4_offset,uav3_lat,uav3_lon,uav3_alt,uav4_lat,uav4_lon,uav4_alt
1789017677.3988583,0.0,0.0,0.0,True,True,1.999,1.999,-7.768846,110.3847907,0.001,-7.768846,110.3847907,0.001
1789017677.6029632,0.0,0.0,0.0,True,True,1.999,1.999,-7.768846,110.3847907,0.001,-7.768846,110.3847907,0.001
1789017677.8065367,0.0,0.0,0.0,True,True,1.999,1.999,-7.768846,110.3847907,0.001,-7.768846,110.3847907,0.001
1789017678.0104134,0.0,0.0,0.0,True,True,1.999,1.999,-7.768846,110.3847907,0.001,-7.768846,110.3847907,0.001
1789017678.2146275,0.0,0.0,0.0,True,True,1.999,1.999,-7.768846,110.3847907,0.001,-7.768846,110.3847907,0.001
1789017678.4163263,0.0,0.0,0.0,True,True,1.999,1.999,-7.768846,110.3847907,0.001,-7.768846,110.3847907,0.001
1789017678.6209123,0.0,0.0,0.0,True,True,1.999,1.999,-7.768846,110.3847907,0.001,-7.768846,110.3847907,0.001
1789017678.8254383,0.0,0.0,0.0,True,True,1.999,1.999,-7.768846,110.3847907,0.001,-7.768846,110.3847907,0.001
1789017679.0275,0.0,0.0,0.0,True,True,1.999,1.999,-7.768846,110.3847907,0.001,-7.768846,110.3847907,0.001
1789017679.2322912,0.0,0.0,0.0,True,True,1.999,1.999,-7.768846,110.3847907,0.001,-7.768846,110.3847907,0.001
1789017679.4354084,0.0,0.0,0.0,True,True,1.999,1.999,-7.768846,110.3847907,0.001,-7.768846,110.3847907,0.001
1789017679.6400225,0.0,0.0,0.0,True,True,1.999,1.999,-7.768846,110.3847907,0.001,-7.768846,110.3847907,0.001
1789017679.8438478,0.0,0.0,0.0,True,True,1.999,1.999,-7.768846,110.3847907,0.001,-7.768846,110.3847907,0.001
1789017680.0460005,0.0,0.0,0.0,True,True,1.999,1.999,-7.768846,110.3847907,0.001,-7.768846,110.3847907,0.001
1789017680.25716,0.004,0.004,0.0,True,True,3.0,1.988,-7.768846,110.3847907,0.016,-7.768846,110.3847907,0.012
1789017680.4685533,0.053000000000000005,0.053000000000000005,0.0,True,True,5.1,1.988,-7.768846,110.3847907,0.065,-7.768846,110.3847907,0.012
1789017680.6737046,0.099,0.099,0.0,True,True,6.569999999999999,1.9420000000000002,-7.768846,110.3847907,0.157,-7.768846,110.3847907,0.058
1789017680.8758626,0.286,0.286,0.0,True,True,7.598999999999998,1.86,-7.768846,110.3847907,0.426,-7.768846,110.3847907,0.14
1789017681.0789871,0.3263755917914056,0.01565333565698492,3.6222222222222182,True,True,10.257229279391193,6.212513259543193,-7.7688459,110.3847906,0.715,-7.768846,110.3847907,0.389
1789017681.2845502,0.03399999999999992,0.03399999999999992,0.0,True,True,9.772119970615382,4.402244995454024,-7.7688459,110.3847906,0.715,-7.7688459,110.3847906,0.681
1789017681.4876716,0.35399999999999987,0.35399999999999987,0.0,True,True,9.635920457997202,3.2223222992121685,-7.7688459,110.3847906,1.035,-7.7688459,110.3847906,0.681
1789017681.6911721,0.42400000000000004,0.42400000000000004,0.0,True,True,9.645625501008007,2.291159749995621,-7.7688459,110.3847906,1.417,-7.7688459,110.3847906,0.993
1789017681.901771,0.492,0.492,0.0,True,True,9.703991360249194,1.5723321404843182,-7.7688459,110.3847906,1.862,-7.7688459,110.3847906,1.37
1789017682.1143446,0.5660000000000003,0.5660000000000003,0.0,True,True,9.76970819332377,1.0267228917288242,-7.7688459,110.3847906,2.373,-7.7688459,110.3847906,1.807
1789017682.3182948,0.06400000000000006,0.06400000000000006,0.0,True,True,9.827651350334005,0.7705630014710021,-7.7688459,110.3847906,2.373,-7.7688459,110.3847906,2.309
1789017682.5211155,0.06299999999999972,0.0,6.300000000000106,True,True,9.873958729362995,0.9892468378648678,-7.7688458,110.3847905,2.92,-7.7688458,110.3847905,2.857
1789017682.725966,0.581,0.0,2.526086956521739,True,True,9.909149601365808,0.9241685723127376,-7.7688458,110.3847905,3.438,-7.7688458,110.3847905,2.857
1789017682.9288385,0.5019999999999998,1.1102230246251565e-16,1.5687499999999988,True,True,9.935128414328231,1.407974392354057,-7.7688458,110.3847905,3.889,-7.7688458,110.3847905,3.387
1789017683.140508,0.4179999999999997,0.0,1.194285714285714,True,True,9.953967392347012,1.8527682574642574,-7.7688458,110.3847905,4.263,-7.7688458,110.3847905,3.845
1789017683.3454564,0.33499999999999996,0.0,0.9852941176470585,True,True,9.96747315883304,2.2271621754544277,-7.7688458,110.3847905,4.559,-7.7688458,110.3847905,4.224
1789017683.5506508,0.031000000000000583,0.0,0.7750000000000139,True,True,9.977082592918414,2.5293637390319526,-7.7688458,110.3847905,4.559,-7.7688458,110.3847905,4.528
1789017683.7574022,0.022999999999999687,0.005578319375835577,0.5411764705882275,True,True,9.983885112841794,2.758612602907765,-7.7688458,110.3847905,4.781,-7.7688458,110.3847905,4.758
1789017683.9628322,0.17799999999999994,0.006134285099480638,0.6130641330166268,True,True,9.988683996535055,2.758300192424958,-7.7688458,110.3847905,4.936,-7.7688458,110.3847905,4.758
1789017684.168316,0.10800000000000054,0.0,0.3857142857142876,True,True,9.992061376498487,2.9191389854288308,-7.7688458,110.3847905,5.027,-7.7688458,110.3847905,4.919
1789017684.3704119,0.040000000000000036,0.0,0.15384615384615397,True,True,9.994434432147438,3.01506593525958,-7.7688458,110.3847905,5.055,-7.7688458,110.3847905,5.015
1789017684.5710554,0.014000000000000234,0.014000000000000234,0.0,True,True,3.996114555334181,3.050031937708478,-7.7688458,110.3847905,5.036,-7.7688458,110.3847905,5.05
1789017684.7712047,0.0019999999999997797,0.0,0.19999999999997806,True,True,5.797271358654798,3.0340157320472896,-7.7688458,110.3847905,5.036,-7.7688458,110.3847905,5.034
1789017684.9753802,0.028999999999999915,0.028999999999999915,0.0,True,True,1.0581062918079978,1.0581062918079978,-7.7688458,110.3847905,5.005,-7.7688458,110.3847905,5.034
1789017685.178884,0.022999999999999687,0.0,0.5749999999999921,True,True,2.2593461410001323,2.259346141000132,-7.7688458,110.3847905,4.982,-7.7688458,110.3847905,5.005
1789017685.3828473,0.0129999999999999,0.0,0.32499999999999757,True,True,2.9690018913846057,4.5815399737184626,-7.7688458,110.3847905,4.969,-7.7688458,110.3847905,4.982
1789017685.5874584,0.004999999999999893,8.673617379884035e-19,0.1666666666666631,True,True,2.964000928341999,6.20707756692504,-7.7688458,110.3847905,4.964,-7.7688458,110.3847905,4.969
1789017685.8010466,0.0009999999999994458,0.0,0.09999999999994458,True,True,2.964000454887616,7.344954170102975,-7.7688458,110.3847905,4.964,-7.7688458,110.3847905,4.965
1789017686.0055416,0.0,0.0,0.0,True,True,2.9660002227446403,5.14146791907208,-7.7688458,110.3847905,4.966,-7.7688458,110.3847905,4.966
1789017686.2098496,0.004999999999999893,0.004999999999999893,0.0,True,True,0.5990279938181403,0.5990279938181412,-7.7688458,110.3847905,4.971,-7.7688458,110.3847905,4.966
1789017686.4224362,0.004999999999999893,0.004999999999999893,0.0,True,True,2.580680844084155,2.5806808440841555,-7.7688458,110.3847905,4.976,-7.7688458,110.3847905,4.971
1789017686.6369257,0.0019999999999997797,0.0,0.199999999999978,True,True,4.8064765640036855,2.9760000261176285,-7.7688458,110.3847905,4.978,-7.7688458,110.3847905,4.976
1789017686.849452,0.001000000000000334,0.001000000000000334,0.0,True,True,6.364533589466865,2.978000012789043,-7.7688458,110.3847905,4.979,-7.7688458,110.3847905,4.978
1789017687.053389,0.0,0.0,0.0,True,True,4.455173512626805,2.9790000062645277,-7.7688458,110.3847905,4.979,-7.7688458,110.3847905,4.979
