timestamp,d_ij,d_cpa,t_cpa,uav3_avoid,uav4_avoid,uav3_offset,uav4_offset,uav3_lat,uav3_lon,uav3_alt,uav4_lat,uav4_lon,uav4_alt
1788427423.8538153,0.0,0.0,0.0,True,True,1.999,1.999,-7.768846,110.3847907,0.001,-7.768846,110.3847907,0.001
1788427424.0633903,0.0,0.0,0.0,True,True,1.999,1.999,-7.768846,110.3847907,0.001,-7.768846,110.3847907,0.001
1788427424.2669716,0.0,0.0,0.0,True,True,1.999,1.999,-7.768846,110.3847907,0.001,-7.768846,110.3847907,0.001
1788427424.4682443,0.0,0.0,0.0,True,True,1.999,1.999,-7.768846,110.3847907,0.001,-7.768846,110.3847907,0.001
1788427424.6757352,0.0,0.0,0.0,True,True,1.999,1.999,-7.768846,110.3847907,0.001,-7.768846,110.3847907,0.001
1788427424.8871195,0.0,0.0,0.0,True,True,1.999,1.999,-7.768846,110.3847907,0.001,-7.768846,110.3847907,0.001
1788427425.092543,0.0,0.0,0.0,True,True,1.999,1.999,-7.768846,110.3847907,0.001,-7.768846,110.3847907,0.001
1788427425.2927794,0.0,0.0,0.0,True,True,1.999,1.999,-7.768846,110.3847907,0.001,-7.768846,110.3847907,0.001
1788427425.4932203,0.0,0.0,0.0,True,True,1.999,1.999,-7.768846,110.3847907,0.001,-7.768846,110.3847907,0.001
1788427425.6971085,0.0,0.0,0.0,True,True,1.999,1.999,-7.768846,110.3847907,0.001,-7.768846,110.3847907,0.001
1788427425.8985605,0.0,0.0,0.0,True,True,1.999,1.999,-7.768846,110.3847907,0.001,-7.768846,110.3847907,0.001
1788427426.0998745,0.0,0.0,0.0,True,True,1.999,1.999,-7.768846,110.3847907,0.001,-7.768846,110.3847907,0.001
1788427426.3010416,0.023,0.023,0.0,True,True,3.0,1.999,-7.768846,110.3847907,0.024,-7.768846,110.3847907,0.001
1788427426.50535,0.077,0.077,0.0,True,True,5.1,1.9969999999999999,-7.768846,110.3847907,0.08,-7.768846,110.3847907,0.003
1788427426.7241952,0.046,0.046,0.0,True,True,6.569999999999999,1.966,-7.768846,110.3847907,0.08,-7.768846,110.3847907,0.034
1788427426.9326234,0.10400000000000001,0.10400000000000001,0.0,True,True,7.598999999999999,1.903,-7.768846,110.3847907,0.201,-7.768846,110.3847907,0.097
1788427427.1344767,0.22999999999999998,0.22999999999999998,0.0,True,True,8.319299999999998,1.74,-7.768846,110.3847907,0.49,-7.768846,110.3847907,0.26
1788427427.338155,0.22454626898969002,0.22454626898969002,0.0,True,True,10.67025438872476,6.172018227452021,-7.7688459,110.3847906,0.777,-7.768846,110.3847907,0.553
1788427427.5441256,0.5572199089382847,0.5572199089382847,0.0,True,True,11.880885761018794,10.302126430985014,-7.7688459,110.3847906,1.11,-7.768846,110.3847907,0.553
