timestamp,d_ij,d_cpa,t_cpa,uav3_avoid,uav4_avoid,uav3_offset,uav4_offset,uav3_lat,uav3_lon,uav3_alt,uav4_lat,uav4_lon,uav4_alt
1788935971.523105,0.0,0.0,0.0,True,True,1.999,1.999,-7.7688458,110.3847905,0.001,-7.7688458,110.3847905,0.001
1788935971.7351604,0.0,0.0,0.0,True,True,1.999,1.999,-7.7688458,110.3847905,0.001,-7.7688458,110.3847905,0.001
1788935971.937054,0.0,0.0,0.0,True,True,1.999,1.999,-7.7688458,110.3847905,0.001,-7.7688458,110.3847905,0.001
1788935972.1399517,0.0,0.0,0.0,True,True,1.999,1.999,-7.7688458,110.3847905,0.001,-7.7688458,110.3847905,0.001
1788935972.3555377,0.0,0.0,0.0,True,True,1.999,1.999,-7.7688458,110.3847905,0.001,-7.7688458,110.3847905,0.001
1788935972.5656354,0.0,0.0,0.0,True,True,1.999,1.999,-7.7688458,110.3847905,0.001,-7.7688458,110.3847905,0.001
1788935972.781044,0.0,0.0,0.0,True,True,1.999,1.999,-7.7688458,110.3847905,0.001,-7.7688458,110.3847905,0.001
1788935972.982503,0.0,0.0,0.0,True,True,1.999,1.999,-7.7688458,110.3847905,0.001,-7.7688458,110.3847905,0.001
1788935973.1882496,0.0,0.0,0.0,True,True,1.999,1.999,-7.7688458,110.3847905,0.001,-7.7688458,110.3847905,0.001
1788935973.3902574,0.0,0.0,0.0,True,True,1.999,1.999,-7.7688458,110.3847905,0.001,-7.7688458,110.3847905,0.001
1788935973.6050546,0.0,0.0,0.0,True,True,1.999,1.999,-7.7688458,110.3847905,0.001,-7.7688458,110.3847905,0.001
1788935973.8080928,0.0,0.0,0.0,True,True,1.999,1.999,-7.7688458,110.3847905,0.001,-7.7688458,110.3847905,0.001
1788935974.010293,0.0,0.0,0.0,True,True,1.999,1.999,-7.7688458,110.3847905,0.001,-7.7688458,110.3847905,0.001
1788935974.2118292,0.0,0.0,0.0,True,True,1.999,1.999,-7.7688458,110.3847905,0.001,-7.7688458,110.3847905,0.001
1788935974.4131594,0.0,0.0,0.0,True,True,1.999,1.999,-7.7688458,110.3847905,0.001,-7.7688458,110.3847905,0.001
1788935974.613971,0.0,0.0,0.0,True,True,1.999,1.999,-7.7688458,110.3847905,0.001,-7.7688458,110.3847905,0.001
1788935974.8289118,0.002,0.002,0.0,True,True,1.9989999999999999,3.0,-7.7688458,110.3847905,0.001,-7.7688458,110.3847905,0.003
1788935975.0293021,0.002,0.002,0.0,True,True,1.9989999999999999,5.1,-7.7688458,110.3847905,0.001,-7.7688458,110.3847905,0.003
1788935975.244536,0.002,0.002,0.0,True,True,1.9989999999999999,6.569999999999999,-7.7688458,110.3847905,0.001,-7.7688458,110.3847905,0.003
1788935975.4454265,0.259,0.259,0.0,True,True,1.9989999999999999,7.598999999999999,-7.7688458,110.3847905,0.001,-7.7688458,110.3847905,0.26
